"Walk Name","Walk Zip","Zip","lng_start","lat_start","lng_end","lat_end","distance_metres","distance_miles","zip.range"
"2017 Miami Kidney Walk","33149","33054",-80.16,25.71,-80.26,25.9,23404.9174926314,14.5431369873139,"[0-50]"
"2017 Miami Kidney Walk","33149","33177",-80.16,25.71,-80.4,25.6,27017.1803764509,16.7876923876957,"[0-50]"
"2017 Miami Kidney Walk","33149","33162",-80.16,25.71,-80.18,25.93,24572.1529861391,15.2684232731502,"[0-50]"
"2017 Miami Kidney Walk","33149","33065",-80.16,25.71,-80.26,26.27,63136.8560679298,39.2314113917856,"[0-50]"
"2017 Miami Kidney Walk","33149","33187",-80.16,25.71,-80.49,25.6,35305.4733588239,21.9377972864458,"[0-50]"
"2017 Miami Kidney Walk","33149","33196",-80.16,25.71,-80.6,25.6,45818.496090041,28.4702847339649,"[0-50]"
"2017 Miami Kidney Walk","33149","33196",-80.16,25.71,-80.6,25.6,45818.496090041,28.4702847339649,"[0-50]"
"2017 Miami Kidney Walk","33149","33196",-80.16,25.71,-80.6,25.6,45818.496090041,28.4702847339649,"[0-50]"
"2017 Miami Kidney Walk","33149","33319",-80.16,25.71,-80.23,26.18,52787.2795417585,32.800484676142,"[0-50]"
"2017 Miami Kidney Walk","33149","33319",-80.16,25.71,-80.23,26.18,52787.2795417585,32.800484676142,"[0-50]"
"2017 Miami Kidney Walk","33149","33319",-80.16,25.71,-80.23,26.18,52787.2795417585,32.800484676142,"[0-50]"
"2017 Miami Kidney Walk","33149","33025",-80.16,25.71,-80.28,25.98,32371.4624587099,20.114687999431,"[0-50]"
"2017 Miami Kidney Walk","33149","33033",-80.16,25.71,-80.41,25.48,35853.7751536011,22.2784961209683,"[0-50]"
"2017 Miami Kidney Walk","33149","33033",-80.16,25.71,-80.41,25.48,35853.7751536011,22.2784961209683,"[0-50]"
"2017 Miami Kidney Walk","33149","33010",-80.16,25.71,-80.29,25.83,18662.4133319186,11.5962824344676,"[0-50]"
"2017 Miami Kidney Walk","33149","33010",-80.16,25.71,-80.29,25.83,18662.4133319186,11.5962824344676,"[0-50]"
"2017 Miami Kidney Walk","33149","33312",-80.16,25.71,-80.17,26.09,42313.2574250094,26.2922310794355,"[0-50]"
"2017 Miami Kidney Walk","33149","33177",-80.16,25.71,-80.4,25.6,27017.1803764509,16.7876923876957,"[0-50]"
"2017 Miami Kidney Walk","33149","33324",-80.16,25.71,-80.27,26.11,45869.79592858,28.5021609659377,"[0-50]"
"2017 Miami Kidney Walk","33149","33163",-80.16,25.71,NA,NA,NA,NA,NA
"2017 Miami Kidney Walk","33149","33143",-80.16,25.71,-80.29,25.7,13086.8496121555,8.1317888303547,"[0-50]"
"2017 Miami Kidney Walk","33149","33015",-80.16,25.71,-80.32,25.94,30208.812825141,18.7708802339707,"[0-50]"
"2017 Miami Kidney Walk","33149","33015",-80.16,25.71,-80.32,25.94,30208.812825141,18.7708802339707,"[0-50]"
"2017 Miami Kidney Walk","33149","33185",-80.16,25.71,-80.45,25.72,29106.7791705239,18.0861084799676,"[0-50]"
"2017 Miami Kidney Walk","33149","33173",-80.16,25.71,-80.36,25.7,20091.5051281535,12.4842786329858,"[0-50]"
"2017 Miami Kidney Walk","33149","33015",-80.16,25.71,-80.32,25.94,30208.812825141,18.7708802339707,"[0-50]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33142",-80.16,25.71,-80.23,25.8,12232.3987146201,7.60085782170218,"[0-50]"
"2017 Miami Kidney Walk","33149","33172",-80.16,25.71,-80.36,25.79,21941.5990162936,13.6338733223534,"[0-50]"
"2017 Miami Kidney Walk","33149","33030",-80.16,25.71,-80.51,25.48,43476.9997189421,27.0153467923588,"[0-50]"
"2017 Miami Kidney Walk","33149","33157",-80.16,25.71,-80.33,25.6,20998.6368754834,13.047943993956,"[0-50]"
"2017 Miami Kidney Walk","33149","33189",-80.16,25.71,-80.34,25.57,23858.0594997654,14.8247062894287,"[0-50]"
"2017 Miami Kidney Walk","33149","33157",-80.16,25.71,-80.33,25.6,20998.6368754834,13.047943993956,"[0-50]"
"2017 Miami Kidney Walk","33149","33305",-80.16,25.71,-80.12,26.15,49144.000801473,30.5366569220121,"[0-50]"
"2017 Miami Kidney Walk","33149","33143",-80.16,25.71,-80.29,25.7,13086.8496121555,8.1317888303547,"[0-50]"
"2017 Miami Kidney Walk","33149","33404",-80.16,25.71,-80.07,26.79,120560.352468444,74.9127067736695,"[51-100]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33012",-80.16,25.71,-80.3,25.87,22674.7473117577,14.0894304118542,"[0-50]"
"2017 Miami Kidney Walk","33149","33176",-80.16,25.71,-80.36,25.66,20821.734090854,12.938021733768,"[0-50]"
"2017 Miami Kidney Walk","33149","33015",-80.16,25.71,-80.32,25.94,30208.812825141,18.7708802339707,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Miami Kidney Walk","33149","33157",-80.16,25.71,-80.33,25.6,20998.6368754834,13.047943993956,"[0-50]"
"2017 Miami Kidney Walk","33149","33147",-80.16,25.71,-80.24,25.85,17526.8706728835,10.8906891568803,"[0-50]"
"2017 Miami Kidney Walk","33149","33127",-80.16,25.71,-80.21,25.81,12208.5567363589,7.58604310782809,"[0-50]"
"2017 Miami Kidney Walk","33149","33012",-80.16,25.71,-80.3,25.87,22674.7473117577,14.0894304118542,"[0-50]"
"2017 Miami Kidney Walk","33149","33176",-80.16,25.71,-80.36,25.66,20821.734090854,12.938021733768,"[0-50]"
"2017 Miami Kidney Walk","33149","33012",-80.16,25.71,-80.3,25.87,22674.7473117577,14.0894304118542,"[0-50]"
"2017 Miami Kidney Walk","33149","33013",-80.16,25.71,-80.27,25.86,20009.7879380289,12.4335019408409,"[0-50]"
"2017 Miami Kidney Walk","33149","33010",-80.16,25.71,-80.29,25.83,18662.4133319186,11.5962824344676,"[0-50]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33175",-80.16,25.71,-80.41,25.74,25293.0279280558,15.7163540566839,"[0-50]"
"2017 Miami Kidney Walk","33149","33166",-80.16,25.71,-80.31,25.82,19392.8225335746,12.0501375305098,"[0-50]"
"2017 Miami Kidney Walk","33149","33143",-80.16,25.71,-80.29,25.7,13086.8496121555,8.1317888303547,"[0-50]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Miami Kidney Walk","33149","33018",-80.16,25.71,-80.38,25.91,31333.041187818,19.4694431359156,"[0-50]"
"2017 Miami Kidney Walk","33149","33184",-80.16,25.71,-80.41,25.76,25679.9286149883,15.9567629234239,"[0-50]"
"2017 Miami Kidney Walk","33149","33020",-80.16,25.71,-80.15,26.02,34523.5767040702,21.4519493801848,"[0-50]"
"2017 Miami Kidney Walk","33149","33173",-80.16,25.71,-80.36,25.7,20091.5051281535,12.4842786329858,"[0-50]"
"2017 Miami Kidney Walk","33149","33165",-80.16,25.71,-80.36,25.74,20333.3939180852,12.6345813122745,"[0-50]"
"2017 Miami Kidney Walk","33149","33143",-80.16,25.71,-80.29,25.7,13086.8496121555,8.1317888303547,"[0-50]"
"2017 Miami Kidney Walk","33149","33010",-80.16,25.71,-80.29,25.83,18662.4133319186,11.5962824344676,"[0-50]"
"2017 Miami Kidney Walk","33149","33156",-80.16,25.71,-80.29,25.66,14179.6900038773,8.81084815739927,"[0-50]"
"2017 Miami Kidney Walk","33149","33140",-80.16,25.71,-80.15,25.82,12286.1144882813,7.63423524569784,"[0-50]"
"2017 Miami Kidney Walk","33149","33033",-80.16,25.71,-80.41,25.48,35853.7751536011,22.2784961209683,"[0-50]"
"2017 Miami Kidney Walk","33149","33189",-80.16,25.71,-80.34,25.57,23858.0594997654,14.8247062894287,"[0-50]"
"2017 Miami Kidney Walk","33149","33157",-80.16,25.71,-80.33,25.6,20998.6368754834,13.047943993956,"[0-50]"
"2017 Miami Kidney Walk","33149","33177",-80.16,25.71,-80.4,25.6,27017.1803764509,16.7876923876957,"[0-50]"
"2017 Miami Kidney Walk","33149","33026",-80.16,25.71,-80.3,26.03,38282.9641857707,23.7879237390765,"[0-50]"
"2017 Miami Kidney Walk","33149","33127",-80.16,25.71,-80.21,25.81,12208.5567363589,7.58604310782809,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Miami Kidney Walk","33149","33312",-80.16,25.71,-80.17,26.09,42313.2574250094,26.2922310794355,"[0-50]"
"2017 Miami Kidney Walk","33149","33165",-80.16,25.71,-80.36,25.74,20333.3939180852,12.6345813122745,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33174",-80.16,25.71,-80.36,25.76,20813.6123484274,12.9329751185547,"[0-50]"
"2017 Miami Kidney Walk","33149","33021",-80.16,25.71,-80.19,26.02,34639.6336197914,21.5240637819634,"[0-50]"
"2017 Miami Kidney Walk","33149","33021",-80.16,25.71,-80.19,26.02,34639.6336197914,21.5240637819634,"[0-50]"
"2017 Miami Kidney Walk","33149","33176",-80.16,25.71,-80.36,25.66,20821.734090854,12.938021733768,"[0-50]"
"2017 Miami Kidney Walk","33149","33176",-80.16,25.71,-80.36,25.66,20821.734090854,12.938021733768,"[0-50]"
"2017 Miami Kidney Walk","33149","33157",-80.16,25.71,-80.33,25.6,20998.6368754834,13.047943993956,"[0-50]"
"2017 Miami Kidney Walk","33149","33176",-80.16,25.71,-80.36,25.66,20821.734090854,12.938021733768,"[0-50]"
"2017 Miami Kidney Walk","33149","33143",-80.16,25.71,-80.29,25.7,13086.8496121555,8.1317888303547,"[0-50]"
"2017 Miami Kidney Walk","33149","33167",-80.16,25.71,-80.24,25.89,21582.1092992926,13.4104968374107,"[0-50]"
"2017 Miami Kidney Walk","33149","33026",-80.16,25.71,-80.3,26.03,38282.9641857707,23.7879237390765,"[0-50]"
"2017 Miami Kidney Walk","33149","33161",-80.16,25.71,-80.18,25.89,20137.5171515626,12.5128691699836,"[0-50]"
"2017 Miami Kidney Walk","33149","33027",-80.16,25.71,-80.34,25.98,35051.0682464805,21.7797173273839,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Miami Kidney Walk","33149","33179",-80.16,25.71,-80.18,25.96,27901.9227202848,17.3374456226261,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33844",-81.91,28.04,-81.6,28.1,31173.7806760252,19.3704832724424,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33860",-81.91,28.04,-82,27.8,28145.1429393087,17.4885756133412,"[0-50]"
"2017 Lakeland Kidney Walk","33801","19422",-81.91,28.04,-75.28,40.16,1479991.29810935,919.623672897505,"[151-3000]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33801",-81.91,28.04,-81.91,28.04,0,0,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","32901",-81.91,28.04,-80.62,28.08,126800.108207154,78.7899100367872,"[51-100]"
"2017 Lakeland Kidney Walk","33801","70809",-81.91,28.04,-91.06,30.39,926363.442850044,575.615378847175,"[151-3000]"
"2017 Lakeland Kidney Walk","33801","33860",-81.91,28.04,-82,27.8,28145.1429393087,17.4885756133412,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33809",-81.91,28.04,-82,28.2,19882.4960123909,12.3544064297154,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33868",-81.91,28.04,-81.8,28.2,20829.5591927505,12.9428840251586,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33881",-81.91,28.04,-81.71,28.06,19774.4575126349,12.2872744390835,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33880",-81.91,28.04,-81.78,27.98,14416.9403386488,8.95826863516657,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33612",-81.91,28.04,-82.45,28.05,53065.6619717524,32.9734634450498,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33809",-81.91,28.04,-82,28.2,19882.4960123909,12.3544064297154,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33756",-81.91,28.04,-82.79,27.94,87215.7224080357,54.1933206484035,"[51-100]"
"2017 Lakeland Kidney Walk","33801","34488",-81.91,28.04,-81.9,29.2,129134.306373699,80.2403130857319,"[51-100]"
"2017 Lakeland Kidney Walk","33801","33805",-81.91,28.04,-81.92,28.1,6751.00928448973,4.19488139011267,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33801",-81.91,28.04,-81.91,28.04,0,0,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33850",-81.91,28.04,-81.73,28.13,20319.7020194337,12.6260735635176,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33884",-81.91,28.04,-81.68,27.98,23570.5656166351,14.6460659277742,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33801",-81.91,28.04,-81.91,28.04,0,0,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33612",-81.91,28.04,-82.45,28.05,53065.6619717524,32.9734634450498,"[0-50]"
"2017 Lakeland Kidney Walk","33801","32708",-81.91,28.04,-81.27,28.68,94900.9719453427,58.9687118386496,"[51-100]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33844",-81.91,28.04,-81.6,28.1,31173.7806760252,19.3704832724424,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33850",-81.91,28.04,-81.73,28.13,20319.7020194337,12.6260735635176,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33563",-81.91,28.04,-82.13,28.02,21731.9597466948,13.5036095597635,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33811",-81.91,28.04,-82.01,27.99,11294.2894356017,7.01794392088927,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33756",-81.91,28.04,-82.79,27.94,87215.7224080357,54.1933206484035,"[51-100]"
"2017 Lakeland Kidney Walk","33801","32901",-81.91,28.04,-80.62,28.08,126800.108207154,78.7899100367872,"[51-100]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33880",-81.91,28.04,-81.78,27.98,14416.9403386488,8.95826863516657,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33563",-81.91,28.04,-82.13,28.02,21731.9597466948,13.5036095597635,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33881",-81.91,28.04,-81.71,28.06,19774.4575126349,12.2872744390835,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33772",-81.91,28.04,-82.8,27.84,90313.0885804552,56.117934164326,"[51-100]"
"2017 Lakeland Kidney Walk","33801","34683",-81.91,28.04,-82.77,28.09,84660.7188268192,52.6057155181394,"[51-100]"
"2017 Lakeland Kidney Walk","33801","33850",-81.91,28.04,-81.73,28.13,20319.7020194337,12.6260735635176,"[0-50]"
"2017 Lakeland Kidney Walk","33801","31601",-81.91,28.04,-83.4,30.8,339503.704533254,210.957756389532,"[151-3000]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33849",-81.91,28.04,-82.07,28.24,27246.1554670577,16.9299708687211,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33566",-81.91,28.04,-82.13,27.99,22325.5802665466,13.8724681358043,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33884",-81.91,28.04,-81.68,27.98,23570.5656166351,14.6460659277742,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","32707",-81.91,28.04,-81.31,28.66,90656.6164560225,56.3313924238951,"[51-100]"
"2017 Lakeland Kidney Walk","33801","32810",-81.91,28.04,-81.43,28.62,79879.9023666981,49.6350548134975,"[0-50]"
"2017 Lakeland Kidney Walk","33801","32708",-81.91,28.04,-81.27,28.68,94900.9719453427,58.9687118386496,"[51-100]"
"2017 Lakeland Kidney Walk","33801","32708",-81.91,28.04,-81.27,28.68,94900.9719453427,58.9687118386496,"[51-100]"
"2017 Lakeland Kidney Walk","33801","70005",-81.91,28.04,-90.13,30,829147.985610374,515.208512966704,"[151-3000]"
"2017 Lakeland Kidney Walk","33801","34711",-81.91,28.04,-81.8,28.5,52330.2969963881,32.5165289749427,"[0-50]"
"2017 Lakeland Kidney Walk","33801","34711",-81.91,28.04,-81.8,28.5,52330.2969963881,32.5165289749427,"[0-50]"
"2017 Lakeland Kidney Walk","33801","34715",-81.91,28.04,-81.74,28.62,66679.4873754105,41.4326997499462,"[0-50]"
"2017 Lakeland Kidney Walk","33801","34711",-81.91,28.04,-81.8,28.5,52330.2969963881,32.5165289749427,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33612",-81.91,28.04,-82.45,28.05,53065.6619717524,32.9734634450498,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33849",-81.91,28.04,-82.07,28.24,27246.1554670577,16.9299708687211,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33830",-81.91,28.04,-81.8,27.9,18969.5592768148,11.7871340173937,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33853",-81.91,28.04,-81.59,27.9,35109.784803397,21.8162020930716,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33844",-81.91,28.04,-81.6,28.1,31173.7806760252,19.3704832724424,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33801",-81.91,28.04,-81.91,28.04,0,0,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33880",-81.91,28.04,-81.78,27.98,14416.9403386488,8.95826863516657,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33881",-81.91,28.04,-81.71,28.06,19774.4575126349,12.2872744390835,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33569",-81.91,28.04,-82.29,27.85,42939.3617484877,26.6812741490195,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33880",-81.91,28.04,-81.78,27.98,14416.9403386488,8.95826863516657,"[0-50]"
"2017 Lakeland Kidney Walk","33801","34479",-81.91,28.04,-82.1,29.27,138175.097961712,85.8579987955672,"[51-100]"
"2017 Lakeland Kidney Walk","33801","33801",-81.91,28.04,-81.91,28.04,0,0,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33035",-81.91,28.04,-80.3,25.4,334644.035730909,207.93809912615,"[151-3000]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33813",-81.91,28.04,-81.92,27.95,10066.8566401317,6.2552527773353,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33838",-81.91,28.04,-81.61,28.02,29562.5172854335,18.3692909281671,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33803",-81.91,28.04,-81.93,28.01,3874.96388579336,2.40779018467931,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33603",-81.91,28.04,-82.46,27.99,54337.3494968909,33.7636531942326,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33559",-81.91,28.04,-82.4,28.16,49936.8005978491,31.0292797242861,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33823",-81.91,28.04,-81.81,28.09,11290.3160568968,7.01547497859005,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33880",-81.91,28.04,-81.78,27.98,14416.9403386488,8.95826863516657,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33843",-81.91,28.04,-81.5,27.7,55320.8644270003,34.3747808498696,"[0-50]"
"2017 Lakeland Kidney Walk","33801","33810",-81.91,28.04,-82.1,28.1,19822.0059964553,12.3168196880234,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32206",-81.47,30.29,-81.64,30.35,17648.5320679635,10.9662860196026,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32084",-81.47,30.29,-81.35,29.9,44926.6513625623,27.9161182838067,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32034",-81.47,30.29,-81.5,30.6,34628.936151823,21.5174166855944,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32204",-81.47,30.29,-81.68,30.32,20457.0771151453,12.711434464115,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32218",-81.47,30.29,-81.7,30.5,32159.161365855,19.9827702570627,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32068",-81.47,30.29,-81.9,30.1,46465.5256069179,28.8723301118962,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32224",-81.47,30.29,-81.47,30.29,0,0,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32256",-81.47,30.29,-81.52,30.18,13155.542166258,8.17447239138991,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","31548",-81.47,30.29,-81.7,30.8,60904.715173836,37.8444237722817,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32219",-81.47,30.29,-81.8,30.4,33985.2870172098,21.1174717791707,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32246",-81.47,30.29,-81.51,30.29,3844.90214044884,2.38911068791284,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32068",-81.47,30.29,-81.9,30.1,46465.5256069179,28.8723301118962,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32259",-81.47,30.29,-81.6,30.1,24572.3917584879,15.2685716393634,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32035",-81.47,30.29,NA,NA,NA,NA,NA
"2017 Jacksonville Kidney Walk","32224","32246",-81.47,30.29,-81.51,30.29,3844.90214044884,2.38911068791284,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32218",-81.47,30.29,-81.7,30.5,32159.161365855,19.9827702570627,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32244",-81.47,30.29,-81.74,30.22,27106.5274016975,16.8432100381202,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32244",-81.47,30.29,-81.74,30.22,27106.5274016975,16.8432100381202,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32082",-81.47,30.29,-81.4,30.1,22197.1518177485,13.7926664221462,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32223",-81.47,30.29,-81.64,30.16,21835.7856753626,13.5681239808857,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32244",-81.47,30.29,-81.74,30.22,27106.5274016975,16.8432100381202,"[0-50]"
"2017 Jacksonville Kidney Walk","32224","32259",-81.47,30.29,-81.6,30.1,24572.3917584879,15.2685716393634,"[0-50]"
